,Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Precipitation,Wind Speed,Visibility,Cloud Cover,Relative Humidity,Conditions,Clear,Overcast,Partially cloudy,Rain,"Rain, Overcast","Rain, Partially cloudy",Snow,"Snow, Overcast","Snow, Partially cloudy"
5227,russia,10/27/1985,39.5,32.9,36.6,0.0,25.7,6.4,63.0,66.38,Partially cloudy,0,0,1,0,0,0,0,0,0
5228,russia,10/28/1985,33.8,25.7,30.8,0.0,19.7,4.9,57.9,77.87,Partially cloudy,0,0,1,0,0,0,0,0,0
5229,russia,10/29/1985,30.5,26.7,28.5,0.0,19.1,4.3,80.9,80.89,Overcast,0,1,0,0,0,0,0,0,0
5230,russia,10/30/1985,36.6,19.4,26.8,0.0,16.6,4.5,71.6,83.59,Partially cloudy,0,0,1,0,0,0,0,0,0
5231,russia,10/31/1985,39.7,35.7,37.6,0.0,17.2,3.0,97.8,94.11,Overcast,0,1,0,0,0,0,0,0,0
5232,russia,11/01/1985,39.6,32.8,36.8,0.0,12.6,2.2,98.8,91.54,Overcast,0,1,0,0,0,0,0,0,0
5233,russia,11/02/1985,31.8,24.7,26.5,0.0,12.3,3.9,98.7,86.14,Overcast,0,1,0,0,0,0,0,0,0
5234,russia,11/03/1985,40.5,28.5,35.2,0.0,18.8,3.1,97.3,89.87,Overcast,0,1,0,0,0,0,0,0,0
5235,russia,11/04/1985,38.7,33.0,35.7,0.0,16.1,5.3,61.0,83.7,Partially cloudy,0,0,1,0,0,0,0,0,0
5236,russia,11/05/1985,37.5,30.3,34.1,0.0,15.1,5.1,33.9,84.31,Partially cloudy,0,0,1,0,0,0,0,0,0
5237,russia,11/06/1985,36.9,31.2,34.2,0.0,17.2,4.8,77.7,75.55,Overcast,0,1,0,0,0,0,0,0,0
5238,russia,11/07/1985,42.9,35.7,39.0,0.0,17.8,3.3,97.7,87.75,Overcast,0,1,0,0,0,0,0,0,0
5239,russia,11/08/1985,43.3,31.2,36.3,0.0,10.0,4.7,73.7,87.26,Partially cloudy,0,0,1,0,0,0,0,0,0
5240,russia,11/09/1985,36.9,27.5,32.8,0.0,11.7,3.9,67.4,91.28,Partially cloudy,0,0,1,0,0,0,0,0,0
5241,russia,11/10/1985,36.6,26.7,32.3,0.0,21.9,4.2,42.6,81.64,Partially cloudy,0,0,1,0,0,0,0,0,0
5242,russia,11/11/1985,39.7,34.8,37.2,0.0,16.1,3.1,98.2,91.44,Overcast,0,1,0,0,0,0,0,0,0
5243,russia,11/12/1985,37.2,30.3,33.4,0.0,16.1,6.2,56.6,82.28,Partially cloudy,0,0,1,0,0,0,0,0,0
5244,russia,11/13/1985,35.9,31.2,33.2,0.08,14.9,4.7,66.6,81.44,"Rain, Partially cloudy",0,0,0,0,0,1,0,0,0
5245,russia,11/14/1985,35.4,30.3,32.7,0.0,12.7,5.8,80.2,84.08,Overcast,0,1,0,0,0,0,0,0,0
5246,russia,11/15/1985,31.8,26.6,29.1,0.0,11.4,6.0,77.1,76.39,Overcast,0,1,0,0,0,0,0,0,0
5247,russia,11/16/1985,27.6,19.5,23.6,0.0,12.9,5.1,76.0,74.7,Overcast,0,1,0,0,0,0,0,0,0
5248,russia,11/17/1985,20.4,14.9,18.1,0.0,13.9,6.1,80.4,75.07,Overcast,0,1,0,0,0,0,0,0,0
5249,russia,11/18/1985,21.9,17.7,20.2,0.0,11.7,6.6,98.9,76.68,Overcast,0,1,0,0,0,0,0,0,0
5250,russia,11/19/1985,18.1,15.9,17.0,0.0,11.4,4.5,100.0,84.04,Overcast,0,1,0,0,0,0,0,0,0
5251,russia,11/20/1985,17.7,11.4,15.2,0.0,9.3,5.1,74.9,85.46,Partially cloudy,0,0,1,0,0,0,0,0,0
5252,russia,11/21/1985,20.1,11.3,16.2,0.0,5.9,2.9,76.8,88.37,Overcast,0,1,0,0,0,0,0,0,0
5253,russia,11/22/1985,18.6,6.8,12.4,0.0,11.7,4.6,43.2,85.49,Partially cloudy,0,0,1,0,0,0,0,0,0
5254,russia,11/23/1985,20.6,12.3,17.5,0.0,8.1,4.4,92.4,87.17,Overcast,0,1,0,0,0,0,0,0,0
5255,russia,11/24/1985,21.5,10.5,14.7,0.0,9.0,3.9,62.5,79.69,Partially cloudy,0,0,1,0,0,0,0,0,0
5256,russia,11/25/1985,20.7,15.9,18.8,0.0,9.2,3.1,97.7,78.59,Overcast,0,1,0,0,0,0,0,0,0
5257,russia,11/26/1985,22.1,15.9,19.7,0.0,10.4,1.5,69.5,88.84,Partially cloudy,0,0,1,0,0,0,0,0,0
5258,russia,11/27/1985,22.8,17.7,20.7,0.0,18.3,3.4,73.4,78.49,Partially cloudy,0,0,1,0,0,0,0,0,0
5259,russia,11/28/1985,22.2,10.5,19.1,0.0,9.3,4.9,78.5,76.37,Overcast,0,1,0,0,0,0,0,0,0
5260,russia,11/29/1985,11.0,0.4,5.3,0.0,8.0,3.3,51.9,84.05,Partially cloudy,0,0,1,0,0,0,0,0,0
5261,russia,11/30/1985,10.7,1.4,6.1,0.0,11.8,2.8,82.9,79.88,Overcast,0,1,0,0,0,0,0,0,0
5262,russia,12/01/1985,15.6,2.3,9.5,0.0,15.1,4.1,77.9,79.48,Overcast,0,1,0,0,0,0,0,0,0
5263,russia,12/02/1985,15.7,9.5,13.2,0.0,12.7,4.8,59.2,81.82,Partially cloudy,0,0,1,0,0,0,0,0,0
5264,russia,12/03/1985,12.2,0.5,7.1,0.0,10.4,4.6,38.4,82.09,Partially cloudy,0,0,1,0,0,0,0,0,0
5265,russia,12/04/1985,15.9,1.6,10.3,0.0,14.7,1.9,85.8,84.13,Overcast,0,1,0,0,0,0,0,0,0
5266,russia,12/05/1985,23.5,17.3,19.7,0.0,8.0,1.5,91.0,85.49,Overcast,0,1,0,0,0,0,0,0,0
5267,russia,12/06/1985,37.5,25.4,32.9,0.0,16.1,2.3,78.2,95.64,Overcast,0,1,0,0,0,0,0,0,0
5268,russia,12/07/1985,38.4,24.8,33.6,0.08,28.0,4.4,90.1,82.05,"Rain, Overcast",0,0,0,0,1,0,0,0,0
5269,russia,12/08/1985,25.0,8.6,21.1,0.0,12.7,3.7,66.8,81.99,Partially cloudy,0,0,1,0,0,0,0,0,0
5270,russia,12/09/1985,15.0,2.2,7.7,0.0,6.9,6.0,5.8,81.74,Clear,1,0,0,0,0,0,0,0,0
5271,russia,12/10/1985,23.1,7.8,16.5,0.0,12.6,2.9,60.7,86.63,Partially cloudy,0,0,1,0,0,0,0,0,0
5272,russia,12/11/1985,32.9,17.7,26.9,0.0,17.2,2.6,99.2,88.06,Overcast,0,1,0,0,0,0,0,0,0
5273,russia,12/12/1985,22.1,18.6,20.3,0.0,11.7,5.6,82.2,79.2,Overcast,0,1,0,0,0,0,0,0,0
5274,russia,12/13/1985,25.1,19.5,21.5,0.0,15.1,5.7,83.5,84.01,Overcast,0,1,0,0,0,0,0,0,0
5275,russia,12/14/1985,26.7,20.4,23.4,0.0,19.7,4.0,80.6,82.39,Overcast,0,1,0,0,0,0,0,0,0
5276,russia,12/15/1985,32.9,26.7,30.2,0.0,17.2,4.9,94.2,80.68,Overcast,0,1,0,0,0,0,0,0,0
5277,russia,12/16/1985,28.7,22.1,25.0,0.0,7.1,3.8,83.5,89.67,Overcast,0,1,0,0,0,0,0,0,0
5278,russia,12/17/1985,24.3,8.6,17.1,0.0,8.0,4.3,74.9,82.75,Partially cloudy,0,0,1,0,0,0,0,0,0
5279,russia,12/18/1985,9.4,-7.6,-2.8,0.0,9.3,4.9,69.4,76.84,Partially cloudy,0,0,1,0,0,0,0,0,0
5280,russia,12/19/1985,0.8,-8.4,-4.0,0.0,10.4,5.2,58.5,75.92,Partially cloudy,0,0,1,0,0,0,0,0,0
5281,russia,12/20/1985,0.7,-14.0,-8.1,0.0,4.7,2.1,67.4,77.79,Partially cloudy,0,0,1,0,0,0,0,0,0
5282,russia,12/21/1985,5.0,-7.6,0.7,0.0,6.9,2.7,54.7,81.53,Partially cloudy,0,0,1,0,0,0,0,0,0
5283,russia,12/22/1985,31.2,-7.6,11.2,0.0,23.0,3.0,60.0,86.12,Partially cloudy,0,0,1,0,0,0,0,0,0
5284,russia,12/23/1985,36.5,32.5,34.5,0.0,16.1,2.3,94.6,96.19,Overcast,0,1,0,0,0,0,0,0,0
5285,russia,12/24/1985,35.6,30.3,32.2,0.0,16.1,2.1,91.1,91.09,Overcast,0,1,0,0,0,0,0,0,0
5286,russia,12/25/1985,33.0,24.0,30.8,0.0,13.9,1.8,85.2,92.91,Overcast,0,1,0,0,0,0,0,0,0
5287,russia,12/26/1985,29.7,20.4,24.9,0.0,18.3,2.6,100.0,89.99,Overcast,0,1,0,0,0,0,0,0,0
5288,russia,12/27/1985,34.5,25.8,30.0,0.0,17.2,4.6,100.0,86.06,Overcast,0,1,0,0,0,0,0,0,0
5289,russia,12/28/1985,31.5,28.5,29.9,0.0,13.9,1.4,97.7,92.6,Overcast,0,1,0,0,0,0,0,0,0
5290,russia,12/29/1985,31.5,27.6,29.5,0.0,9.0,1.6,95.5,94.26,Overcast,0,1,0,0,0,0,0,0,0
5291,russia,12/30/1985,34.3,15.9,29.9,0.0,19.7,1.7,83.4,93.93,Overcast,0,1,0,0,0,0,0,0,0
5292,russia,12/31/1985,20.9,13.1,17.1,0.0,21.9,5.7,84.8,79.65,Overcast,0,1,0,0,0,0,0,0,0
5293,russia,01/01/1986,20.0,10.5,14.9,0.0,15.1,6.3,23.3,82.3,Clear,1,0,0,0,0,0,0,0,0
5294,russia,01/02/1986,17.6,11.4,15.1,0.0,13.9,5.9,61.5,84.03,Partially cloudy,0,0,1,0,0,0,0,0,0
5295,russia,01/03/1986,11.9,5.9,8.6,0.0,8.1,2.8,67.4,86.98,Partially cloudy,0,0,1,0,0,0,0,0,0
5296,russia,01/04/1986,15.6,7.2,12.0,0.0,8.1,3.2,96.7,86.49,Overcast,0,1,0,0,0,0,0,0,0
5297,russia,01/05/1986,19.8,9.9,15.0,0.0,9.2,2.3,81.4,85.44,Overcast,0,1,0,0,0,0,0,0,0
5298,russia,01/06/1986,18.2,11.4,14.6,0.0,12.7,2.2,68.6,88.31,Partially cloudy,0,0,1,0,0,0,0,0,0
5299,russia,01/07/1986,23.7,15.5,20.6,0.0,10.4,4.5,93.2,86.38,Overcast,0,1,0,0,0,0,0,0,0
5300,russia,01/08/1986,24.0,19.5,21.1,0.0,16.0,1.7,93.7,85.86,Overcast,0,1,0,0,0,0,0,0,0
5301,russia,01/09/1986,31.8,21.3,25.9,0.0,17.2,1.6,92.3,92.38,Overcast,0,1,0,0,0,0,0,0,0
5302,russia,01/10/1986,28.1,4.9,16.4,0.0,12.7,2.0,93.1,83.43,Overcast,0,1,0,0,0,0,0,0,0
5303,russia,01/11/1986,11.6,3.2,7.8,0.0,8.1,2.5,68.4,86.17,Partially cloudy,0,0,1,0,0,0,0,0,0
5304,russia,01/12/1986,8.7,-0.3,3.6,0.0,9.2,2.4,82.1,84.37,Overcast,0,1,0,0,0,0,0,0,0
5305,russia,01/13/1986,23.2,1.5,5.1,0.0,11.4,1.5,100.0,81.02,Overcast,0,1,0,0,0,0,0,0,0
5306,russia,01/14/1986,27.2,9.6,20.9,0.0,16.1,1.4,99.7,87.8,Overcast,0,1,0,0,0,0,0,0,0
5307,russia,01/15/1986,31.5,25.8,27.8,0.0,17.2,1.8,99.4,90.39,Overcast,0,1,0,0,0,0,0,0,0
5308,russia,01/16/1986,32.1,28.5,30.5,0.0,11.4,3.8,98.0,89.78,Overcast,0,1,0,0,0,0,0,0,0
5309,russia,01/17/1986,30.3,5.7,17.3,0.0,18.3,3.4,87.6,83.56,Overcast,0,1,0,0,0,0,0,0,0
5310,russia,01/18/1986,8.5,-5.7,0.2,0.0,10.4,4.8,72.4,77.46,Partially cloudy,0,0,1,0,0,0,0,0,0
5311,russia,01/19/1986,11.6,-6.6,1.6,0.0,12.7,3.1,86.5,82.38,Overcast,0,1,0,0,0,0,0,0,0
5312,russia,01/20/1986,29.4,11.4,19.5,0.0,18.8,2.2,93.2,87.83,Overcast,0,1,0,0,0,0,0,0,0
5313,russia,01/21/1986,34.2,4.1,22.3,0.0,21.9,2.9,73.4,85.98,Partially cloudy,0,0,1,0,0,0,0,0,0
5314,russia,01/22/1986,25.7,-4.0,10.8,0.0,13.9,4.0,66.2,83.66,Partially cloudy,0,0,1,0,0,0,0,0,0
5315,russia,01/23/1986,28.8,24.9,27.1,0.0,13.9,1.8,98.0,89.07,Overcast,0,1,0,0,0,0,0,0,0
5316,russia,01/24/1986,32.1,26.7,29.6,0.0,17.2,2.3,91.8,89.95,Overcast,0,1,0,0,0,0,0,0,0
5317,russia,01/25/1986,35.7,32.1,34.2,0.0,16.6,1.3,65.6,95.95,Partially cloudy,0,0,1,0,0,0,0,0,0
5318,russia,01/26/1986,36.6,32.1,35.2,0.0,18.3,2.9,92.6,91.8,Overcast,0,1,0,0,0,0,0,0,0
5319,russia,01/27/1986,35.6,28.5,33.0,0.0,23.2,5.1,79.9,86.7,Overcast,0,1,0,0,0,0,0,0,0
5320,russia,01/28/1986,33.0,28.5,30.4,0.0,13.9,1.9,95.5,92.18,Overcast,0,1,0,0,0,0,0,0,0
5321,russia,01/29/1986,30.3,26.7,28.9,0.0,10.4,2.1,94.3,91.22,Overcast,0,1,0,0,0,0,0,0,0
5322,russia,01/30/1986,27.6,17.7,22.8,0.0,17.2,5.1,65.7,81.38,Partially cloudy,0,0,1,0,0,0,0,0,0
5323,russia,01/31/1986,17.8,5.8,14.6,0.0,15.1,4.6,62.1,81.29,Partially cloudy,0,0,1,0,0,0,0,0,0
5324,russia,02/01/1986,11.9,-3.2,5.0,0.0,10.2,5.0,14.2,79.53,Clear,1,0,0,0,0,0,0,0,0
5325,russia,02/02/1986,12.6,3.3,6.9,0.0,17.2,6.2,14.5,73.47,Clear,1,0,0,0,0,0,0,0,0
5326,russia,02/03/1986,6.7,-4.0,1.8,0.0,7.1,4.4,38.1,78.34,Partially cloudy,0,0,1,0,0,0,0,0,0
5327,russia,02/04/1986,4.8,-8.5,-1.7,0.0,13.9,2.8,59.7,76.74,Partially cloudy,0,0,1,0,0,0,0,0,0
5328,russia,02/05/1986,11.1,-1.2,3.3,0.0,11.4,2.7,98.2,78.56,Overcast,0,1,0,0,0,0,0,0,0
5329,russia,02/06/1986,4.7,-9.3,-3.0,0.0,10.6,2.4,60.7,76.91,Partially cloudy,0,0,1,0,0,0,0,0,0
5330,russia,02/07/1986,8.0,-9.4,-2.5,0.0,9.2,1.6,34.7,77.69,Partially cloudy,0,0,1,0,0,0,0,0,0
5331,russia,02/08/1986,10.1,-13.0,-2.6,0.0,4.7,1.6,11.7,77.68,Clear,1,0,0,0,0,0,0,0,0
5332,russia,02/09/1986,15.8,-7.7,2.7,0.0,5.7,3.2,2.5,76.68,Clear,1,0,0,0,0,0,0,0,0
5333,russia,02/10/1986,17.1,-1.5,6.3,0.0,9.3,4.5,31.7,71.61,Partially cloudy,0,0,1,0,0,0,0,0,0
5334,russia,02/11/1986,20.3,0.5,8.7,0.0,9.3,5.8,5.5,63.51,Clear,1,0,0,0,0,0,0,0,0
5335,russia,02/12/1986,21.9,4.0,12.8,0.0,9.3,5.8,21.6,71.38,Clear,1,0,0,0,0,0,0,0,0
5336,russia,02/13/1986,23.8,12.3,18.0,0.0,10.4,5.9,49.9,77.49,Partially cloudy,0,0,1,0,0,0,0,0,0
5337,russia,02/14/1986,24.7,7.5,18.9,0.0,9.3,5.3,47.6,70.98,Partially cloudy,0,0,1,0,0,0,0,0,0
5338,russia,02/15/1986,23.6,-4.0,8.4,0.0,9.3,5.4,0.0,66.49,Clear,1,0,0,0,0,0,0,0,0
5339,russia,02/16/1986,21.2,2.2,11.3,0.0,16.1,6.2,0.0,68.08,Clear,1,0,0,0,0,0,0,0,0
5340,russia,02/17/1986,17.3,7.0,11.5,0.0,12.7,5.9,52.1,71.81,Partially cloudy,0,0,1,0,0,0,0,0,0
5341,russia,02/18/1986,17.4,4.6,12.0,0.0,17.2,2.7,80.1,84.57,Overcast,0,1,0,0,0,0,0,0,0
5342,russia,02/19/1986,13.2,-4.9,5.6,0.0,19.0,5.0,33.4,65.02,Partially cloudy,0,0,1,0,0,0,0,0,0
5343,russia,02/20/1986,8.0,-11.2,-3.5,0.0,8.3,6.2,0.0,52.96,Clear,1,0,0,0,0,0,0,0,0
5344,russia,02/21/1986,0.8,-15.8,-6.2,0.0,19.0,5.6,36.2,53.58,Partially cloudy,0,0,1,0,0,0,0,0,0
5345,russia,02/22/1986,13.1,-1.2,6.3,0.0,18.3,2.9,74.5,78.82,Partially cloudy,0,0,1,0,0,0,0,0,0
5346,russia,02/23/1986,18.5,1.5,10.7,0.0,12.6,4.5,77.5,81.45,Overcast,0,1,0,0,0,0,0,0,0
5347,russia,02/24/1986,18.1,8.6,14.9,0.0,18.3,2.2,88.4,80.55,Overcast,0,1,0,0,0,0,0,0,0
5348,russia,02/25/1986,11.6,-5.0,2.8,0.0,11.4,5.1,13.4,72.78,Clear,1,0,0,0,0,0,0,0,0
5349,russia,02/26/1986,14.0,-14.0,-0.3,0.0,21.2,4.1,4.2,69.51,Clear,1,0,0,0,0,0,0,0,0
5350,russia,02/27/1986,18.0,-1.2,8.5,0.0,9.0,5.7,68.6,72.35,Partially cloudy,0,0,1,0,0,0,0,0,0
5351,russia,02/28/1986,22.1,10.5,16.0,0.0,6.9,4.0,88.3,82.21,Overcast,0,1,0,0,0,0,0,0,0
5352,russia,03/01/1986,17.3,8.7,12.7,0.0,11.4,3.9,58.8,76.59,Partially cloudy,0,0,1,0,0,0,0,0,0
5353,russia,03/02/1986,23.9,8.7,16.6,0.0,18.8,4.7,67.8,69.04,Partially cloudy,0,0,1,0,0,0,0,0,0
5354,russia,03/03/1986,27.1,0.4,15.4,0.0,17.2,6.2,26.7,57.9,Partially cloudy,0,0,1,0,0,0,0,0,0
5355,russia,03/04/1986,37.1,8.6,21.3,0.0,12.7,5.9,1.2,58.21,Clear,1,0,0,0,0,0,0,0,0
5356,russia,03/05/1986,28.5,13.2,22.6,0.0,16.0,6.1,28.2,62.15,Partially cloudy,0,0,1,0,0,0,0,0,0
5357,russia,03/06/1986,36.6,26.7,31.8,0.0,17.2,2.6,95.9,83.4,Overcast,0,1,0,0,0,0,0,0,0
5358,russia,03/07/1986,45.3,33.9,36.8,0.0,16.1,3.2,83.2,82.49,Overcast,0,1,0,0,0,0,0,0,0
5359,russia,03/08/1986,34.8,32.1,33.1,0.0,16.1,2.6,100.0,88.21,Overcast,0,1,0,0,0,0,0,0,0
5360,russia,03/09/1986,36.7,32.1,34.6,0.0,12.6,5.5,98.6,74.3,Overcast,0,1,0,0,0,0,0,0,0
5361,russia,03/10/1986,36.9,32.1,34.0,0.0,10.4,6.7,94.1,71.14,Overcast,0,1,0,0,0,0,0,0,0
5362,russia,03/11/1986,33.0,30.3,31.3,0.0,10.2,5.7,97.1,69.98,Overcast,0,1,0,0,0,0,0,0,0
5363,russia,03/12/1986,31.2,27.6,29.9,0.0,6.9,6.2,94.8,71.37,Overcast,0,1,0,0,0,0,0,0,0
5364,russia,03/13/1986,32.1,21.5,27.7,0.0,5.7,5.2,58.2,71.9,Partially cloudy,0,0,1,0,0,0,0,0,0
5365,russia,03/14/1986,30.2,20.4,26.1,0.0,12.7,5.8,83.4,75.54,Overcast,0,1,0,0,0,0,0,0,0
5366,russia,03/15/1986,39.3,16.7,27.6,0.0,5.7,5.3,13.9,72.53,Clear,1,0,0,0,0,0,0,0,0
5367,russia,03/16/1986,40.1,18.5,29.9,0.0,12.7,6.0,4.6,65.4,Clear,1,0,0,0,0,0,0,0,0
5368,russia,03/17/1986,43.7,24.0,32.2,0.0,12.7,6.2,7.4,57.87,Clear,1,0,0,0,0,0,0,0,0
5369,russia,03/18/1986,45.6,23.1,34.0,0.0,9.2,6.2,1.4,50.82,Clear,1,0,0,0,0,0,0,0,0
5370,russia,03/19/1986,45.7,23.1,33.9,0.0,10.4,6.2,11.4,50.83,Clear,1,0,0,0,0,0,0,0,0
5371,russia,03/20/1986,48.2,22.1,35.6,0.0,9.2,6.1,4.6,54.76,Clear,1,0,0,0,0,0,0,0,0
5372,russia,03/21/1986,46.4,22.1,34.2,0.0,8.0,6.2,1.1,53.65,Clear,1,0,0,0,0,0,0,0,0
5373,russia,03/22/1986,46.3,22.1,34.4,0.0,9.3,6.1,2.1,57.38,Clear,1,0,0,0,0,0,0,0,0
5374,russia,03/23/1986,46.5,23.9,35.6,0.0,12.9,5.3,0.0,60.45,Clear,1,0,0,0,0,0,0,0,0
5375,russia,03/24/1986,34.0,28.5,31.4,0.0,19.0,2.3,93.2,81.56,Overcast,0,1,0,0,0,0,0,0,0
5376,russia,03/25/1986,32.2,28.5,31.1,0.0,16.0,2.7,97.5,85.17,Overcast,0,1,0,0,0,0,0,0,0
5377,russia,03/26/1986,35.8,32.1,33.5,0.0,17.2,1.7,91.4,94.11,Overcast,0,1,0,0,0,0,0,0,0
5378,russia,03/27/1986,44.8,33.9,38.0,0.0,8.1,4.0,47.6,81.62,Partially cloudy,0,0,1,0,0,0,0,0,0
5379,russia,03/28/1986,48.2,31.0,40.1,0.0,16.6,5.4,17.7,63.95,Clear,1,0,0,0,0,0,0,0,0
5380,russia,03/29/1986,42.0,37.5,39.5,0.0,16.1,3.8,77.0,86.41,Overcast,0,1,0,0,0,0,0,0,0
5381,russia,03/30/1986,52.7,36.6,43.6,0.0,14.7,2.7,79.3,85.68,Overcast,0,1,0,0,0,0,0,0,0
5382,russia,03/31/1986,49.5,38.4,43.9,0.0,16.0,4.4,58.1,72.67,Partially cloudy,0,0,1,0,0,0,0,0,0
5383,russia,04/01/1986,46.6,36.6,40.7,0.0,10.2,2.6,83.6,86.03,Overcast,0,1,0,0,0,0,0,0,0
5384,russia,04/02/1986,43.2,33.9,39.3,0.0,16.1,3.8,70.8,89.06,Partially cloudy,0,0,1,0,0,0,0,0,0
5385,russia,04/03/1986,43.7,33.9,38.6,0.0,17.2,6.5,63.4,62.32,Partially cloudy,0,0,1,0,0,0,0,0,0
5386,russia,04/04/1986,48.3,32.1,38.3,0.0,8.1,3.4,64.9,83.9,Partially cloudy,0,0,1,0,0,0,0,0,0
5387,russia,04/05/1986,49.9,36.5,43.6,0.0,11.4,3.5,95.9,88.27,Overcast,0,1,0,0,0,0,0,0,0
5388,russia,04/06/1986,41.7,34.6,37.7,0.0,11.8,4.8,97.8,84.36,Overcast,0,1,0,0,0,0,0,0,0
5389,russia,04/07/1986,39.6,35.7,37.6,0.0,10.4,2.4,67.1,93.27,Partially cloudy,0,0,1,0,0,0,0,0,0
5390,russia,04/08/1986,39.9,32.9,36.9,0.0,9.2,4.0,84.7,87.72,Overcast,0,1,0,0,0,0,0,0,0
5391,russia,04/09/1986,37.5,32.1,33.9,0.0,16.0,1.7,63.8,95.39,Partially cloudy,0,0,1,0,0,0,0,0,0
5392,russia,04/10/1986,53.2,35.7,41.9,0.0,11.4,1.3,39.7,90.59,Partially cloudy,0,0,1,0,0,0,0,0,0
5393,russia,04/11/1986,39.3,34.7,36.8,0.0,20.2,2.2,97.3,92.87,Overcast,0,1,0,0,0,0,0,0,0
5394,russia,04/12/1986,41.9,30.3,37.0,0.0,21.4,2.2,90.8,93.3,Overcast,0,1,0,0,0,0,0,0,0
5395,russia,04/13/1986,32.1,26.7,28.9,0.63,23.1,6.3,94.9,67.83,"Rain, Overcast",0,0,0,0,1,0,0,0,0
5396,russia,04/14/1986,35.7,29.3,31.8,0.0,17.2,6.4,57.9,65.11,Partially cloudy,0,0,1,0,0,0,0,0,0
5397,russia,04/15/1986,36.0,31.8,33.3,0.0,12.7,3.1,83.0,90.96,Overcast,0,1,0,0,0,0,0,0,0
5398,russia,04/16/1986,37.8,31.1,34.1,0.0,18.3,4.4,80.8,86.05,Overcast,0,1,0,0,0,0,0,0,0
5399,russia,04/17/1986,39.8,28.4,32.9,0.04,24.2,6.0,49.8,55.49,"Rain, Partially cloudy",0,0,0,0,0,1,0,0,0
5400,russia,04/18/1986,43.7,24.5,38.0,0.0,17.2,6.3,53.7,45.42,Partially cloudy,0,0,1,0,0,0,0,0,0
5401,russia,04/19/1986,60.9,40.3,49.9,0.0,18.3,6.1,48.7,54.86,Partially cloudy,0,0,1,0,0,0,0,0,0
5402,russia,04/20/1986,54.0,46.5,50.2,0.0,21.9,5.4,55.3,60.41,Partially cloudy,0,0,1,0,0,0,0,0,0
5403,russia,04/21/1986,54.3,44.7,49.1,0.0,17.2,3.5,91.2,88.25,Overcast,0,1,0,0,0,0,0,0,0
5404,russia,04/22/1986,53.7,42.9,47.6,0.0,14.1,3.6,94.6,85.22,Overcast,0,1,0,0,0,0,0,0,0
5405,russia,04/23/1986,53.1,45.5,49.2,0.0,18.3,6.2,80.5,72.86,Overcast,0,1,0,0,0,0,0,0,0
5406,russia,04/24/1986,66.2,43.3,55.0,0.0,12.7,5.1,24.3,61.3,Clear,1,0,0,0,0,0,0,0,0
5407,russia,04/25/1986,67.9,42.7,55.5,0.0,11.7,4.7,29.0,59.16,Partially cloudy,0,0,1,0,0,0,0,0,0
5408,russia,04/26/1986,73.8,45.7,60.6,0.0,14.9,5.3,7.1,49.03,Clear,1,0,0,0,0,0,0,0,0
5409,russia,04/27/1986,72.6,46.9,61.0,0.0,18.8,5.6,23.0,44.07,Clear,1,0,0,0,0,0,0,0,0
5410,russia,04/28/1986,73.6,50.8,61.5,0.0,20.2,6.2,40.2,48.13,Partially cloudy,0,0,1,0,0,0,0,0,0
5411,russia,04/29/1986,60.2,45.4,52.9,0.0,11.4,5.5,54.0,75.81,Partially cloudy,0,0,1,0,0,0,0,0,0
5412,russia,04/30/1986,54.4,41.0,48.8,0.0,14.7,6.1,31.5,70.14,Partially cloudy,0,0,1,0,0,0,0,0,0
5413,russia,05/01/1986,57.3,32.0,46.1,0.0,16.0,6.1,3.8,57.96,Clear,1,0,0,0,0,0,0,0,0
5414,russia,05/02/1986,52.7,40.9,46.2,0.0,17.2,6.1,55.4,73.01,Partially cloudy,0,0,1,0,0,0,0,0,0
5415,russia,05/03/1986,50.1,40.1,43.5,0.0,23.0,6.3,14.2,58.21,Clear,1,0,0,0,0,0,0,0,0
5416,russia,05/04/1986,51.0,32.9,42.3,0.0,19.7,6.2,4.1,49.85,Clear,1,0,0,0,0,0,0,0,0
5417,russia,05/05/1986,43.8,31.1,38.7,0.0,24.2,6.3,14.5,37.74,Clear,1,0,0,0,0,0,0,0,0
5418,russia,05/06/1986,54.5,32.9,42.8,0.0,17.8,6.2,12.7,32.84,Clear,1,0,0,0,0,0,0,0,0
5419,russia,05/07/1986,70.2,31.0,52.2,0.0,17.2,6.2,9.9,42.83,Clear,1,0,0,0,0,0,0,0,0
5420,russia,05/08/1986,69.9,50.9,60.5,0.0,16.0,6.3,15.3,48.03,Clear,1,0,0,0,0,0,0,0,0
5421,russia,05/09/1986,63.5,39.2,53.5,0.0,9.2,6.2,3.7,48.44,Clear,1,0,0,0,0,0,0,0,0
5422,russia,05/10/1986,58.1,44.6,50.4,0.0,10.4,6.2,14.1,38.09,Clear,1,0,0,0,0,0,0,0,0
5423,russia,05/11/1986,55.5,31.0,45.3,0.0,8.1,6.2,0.0,37.33,Clear,1,0,0,0,0,0,0,0,0
5424,russia,05/12/1986,59.1,33.8,49.0,0.0,11.4,5.9,24.6,51.68,Clear,1,0,0,0,0,0,0,0,0
5425,russia,05/13/1986,64.4,46.6,55.4,0.0,6.9,6.1,55.1,62.82,Partially cloudy,0,0,1,0,0,0,0,0,0
5426,russia,05/14/1986,62.0,51.9,55.6,0.0,8.1,4.8,73.4,80.63,Partially cloudy,0,0,1,0,0,0,0,0,0
