Entity,Code,Year,Annual CO₂ emissions (Global Carbon Project (2017)) (million tonnes)
Aruba,ABW,1873,0
Aruba,ABW,1874,0
Aruba,ABW,1875,0
Aruba,ABW,1876,0
Aruba,ABW,1877,0
Aruba,ABW,1878,0
Aruba,ABW,1879,0
Aruba,ABW,1880,0
Aruba,ABW,1881,0
Aruba,ABW,1882,0
Aruba,ABW,1883,0
Aruba,ABW,1884,0
Aruba,ABW,1885,0
Aruba,ABW,1886,0
Aruba,ABW,1887,0
Aruba,ABW,1888,0
Aruba,ABW,1889,0
Aruba,ABW,1890,0
Aruba,ABW,1891,0
Aruba,ABW,1892,0
Aruba,ABW,1893,0
Aruba,ABW,1894,0
Aruba,ABW,1895,0
Aruba,ABW,1896,0
Aruba,ABW,1897,0
Aruba,ABW,1898,0
Aruba,ABW,1899,0
Aruba,ABW,1900,0
Aruba,ABW,1901,0
Aruba,ABW,1902,0
Aruba,ABW,1903,0
Aruba,ABW,1904,0
Aruba,ABW,1905,0
Aruba,ABW,1906,0
Aruba,ABW,1907,0
Aruba,ABW,1908,0
Aruba,ABW,1909,0
Aruba,ABW,1910,0
Aruba,ABW,1911,0
Aruba,ABW,1912,0
Aruba,ABW,1913,0
Aruba,ABW,1914,0
Aruba,ABW,1915,0
Aruba,ABW,1916,0
Aruba,ABW,1917,0
Aruba,ABW,1918,0
Aruba,ABW,1919,0
Aruba,ABW,1920,0
Aruba,ABW,1921,0
Aruba,ABW,1922,0
Aruba,ABW,1923,0
Aruba,ABW,1924,0
Aruba,ABW,1925,0
Aruba,ABW,1926,0
Aruba,ABW,1927,0
Aruba,ABW,1928,0
Aruba,ABW,1929,0
Aruba,ABW,1930,0
Aruba,ABW,1931,0
Aruba,ABW,1932,0
Aruba,ABW,1933,0
Aruba,ABW,1934,0
Aruba,ABW,1935,0
Aruba,ABW,1936,0
Aruba,ABW,1937,0
Aruba,ABW,1938,0
Aruba,ABW,1939,0
Aruba,ABW,1940,0
Aruba,ABW,1941,0
Aruba,ABW,1942,0
Aruba,ABW,1943,0
Aruba,ABW,1944,0
Aruba,ABW,1945,0
Aruba,ABW,1946,0
Aruba,ABW,1947,0
Aruba,ABW,1948,0
Aruba,ABW,1949,0
Aruba,ABW,1950,0
Aruba,ABW,1951,0
Aruba,ABW,1952,0
Aruba,ABW,1953,0
Aruba,ABW,1954,0
Aruba,ABW,1955,0
Aruba,ABW,1956,0
Aruba,ABW,1957,0
Aruba,ABW,1958,0
Aruba,ABW,1959,0.72
Aruba,ABW,1960,0.62
Aruba,ABW,1961,0.65
Aruba,ABW,1962,0.71
Aruba,ABW,1963,0.68
Aruba,ABW,1964,0.66
Aruba,ABW,1965,0.59
Aruba,ABW,1966,0.55
Aruba,ABW,1967,0.68
Aruba,ABW,1968,0.63
Aruba,ABW,1969,0.83
Aruba,ABW,1970,0.93
Aruba,ABW,1971,0.81
Aruba,ABW,1972,0.78
Aruba,ABW,1973,0.87
Aruba,ABW,1974,0.79
Aruba,ABW,1975,0.57
Aruba,ABW,1976,1.22
Aruba,ABW,1977,0.64
Aruba,ABW,1978,0.54
Aruba,ABW,1979,0.57
Aruba,ABW,1980,0.59
Aruba,ABW,1981,0.56
Aruba,ABW,1982,0.62
Aruba,ABW,1983,0.32
Aruba,ABW,1984,0.8
Aruba,ABW,1985,0.94
Aruba,ABW,1986,0.18
Aruba,ABW,1987,0.45
Aruba,ABW,1988,0.61
Aruba,ABW,1989,0.65
Aruba,ABW,1990,1.64
Aruba,ABW,1991,1.68
Aruba,ABW,1992,1.46
Aruba,ABW,1993,1.59
Aruba,ABW,1994,1.61
Aruba,ABW,1995,1.67
Aruba,ABW,1996,1.69
Aruba,ABW,1997,1.74
Aruba,ABW,1998,1.8
Aruba,ABW,1999,1.81
Aruba,ABW,2000,2.38
Aruba,ABW,2001,2.41
Aruba,ABW,2002,2.44
Aruba,ABW,2003,2.56
Aruba,ABW,2004,2.62
Aruba,ABW,2005,2.72
Aruba,ABW,2006,2.72
Aruba,ABW,2007,2.82
Aruba,ABW,2008,2.66
Aruba,ABW,2009,2.63
Aruba,ABW,2010,2.51
Aruba,ABW,2011,2.5
Aruba,ABW,2012,1.35
Aruba,ABW,2013,0.86
Aruba,ABW,2014,0.87
Aruba,ABW,2015,0.91
Aruba,ABW,2016,0.92
Asia,,1959,1340.65
Asia,,1960,1468.22
Asia,,1961,1320.06
Asia,,1962,1255.98
Asia,,1963,1324.31
Asia,,1964,1385.28
Asia,,1965,1502.33
Asia,,1966,1623.27
Asia,,1967,1646.6
Asia,,1968,1808.52
Asia,,1969,2048.01
Asia,,1970,2436.01
Asia,,1971,2649.73
Asia,,1972,2798.9
Asia,,1973,2953.93
Asia,,1974,3001.35
Asia,,1975,3183.34
Asia,,1976,3345.96
Asia,,1977,3567.74
Asia,,1978,3749.48
Asia,,1979,3891.72
Asia,,1980,3910.16
Asia,,1981,3888.38
Asia,,1982,4027.78
Asia,,1983,4183.78
Asia,,1984,4429.69
Asia,,1985,4685.06
Asia,,1986,4862.17
Asia,,1987,5102.9
Asia,,1988,5506.83
Asia,,1989,5679.99
Asia,,1990,5803.58
Asia,,1991,6032.16
Asia,,1992,6241.35
Asia,,1993,6494.31
Asia,,1994,6787.84
Asia,,1995,7167.28
Asia,,1996,7484.87
Asia,,1997,7611.62
Asia,,1998,7298.79
Asia,,1999,7456.66
Asia,,2000,7753.01
Asia,,2001,7899.44
Asia,,2002,8400.94
Asia,,2003,9228.44
Asia,,2004,10093.99
Asia,,2005,10862.05
Asia,,2006,11615.99
Asia,,2007,12353.57
Asia,,2008,13063.04
Asia,,2009,13641.6
Asia,,2010,14601.86
Asia,,2011,15941.41
Asia,,2012,16492.63
Asia,,2013,16668.12
Asia,,2014,16906.29
Asia,,2015,16889.68
Asia,,2016,17099.88
Australia,AUS,1751,0
Australia,AUS,1752,0
Australia,AUS,1753,0
Australia,AUS,1754,0
Australia,AUS,1755,0
Australia,AUS,1756,0
Australia,AUS,1757,0
Australia,AUS,1758,0
Australia,AUS,1759,0
Australia,AUS,1760,0
Australia,AUS,1761,0
Australia,AUS,1762,0
Australia,AUS,1763,0
Australia,AUS,1764,0
Australia,AUS,1765,0
Australia,AUS,1766,0
Australia,AUS,1767,0
Australia,AUS,1768,0
Australia,AUS,1769,0
Australia,AUS,1770,0
Australia,AUS,1771,0
Australia,AUS,1772,0
Australia,AUS,1773,0
Australia,AUS,1774,0
Australia,AUS,1775,0
Australia,AUS,1776,0
Australia,AUS,1777,0
Australia,AUS,1778,0
Australia,AUS,1779,0
Australia,AUS,1780,0
Australia,AUS,1781,0
Australia,AUS,1782,0
Australia,AUS,1783,0
Australia,AUS,1784,0
Australia,AUS,1785,0
Australia,AUS,1786,0
Australia,AUS,1787,0
Australia,AUS,1788,0
Australia,AUS,1789,0
Australia,AUS,1790,0
Australia,AUS,1791,0
Australia,AUS,1792,0
Australia,AUS,1793,0
Australia,AUS,1794,0
Australia,AUS,1795,0
Australia,AUS,1796,0
Australia,AUS,1797,0
Australia,AUS,1798,0
Australia,AUS,1799,0
Australia,AUS,1800,0
Australia,AUS,1801,0
Australia,AUS,1802,0
Australia,AUS,1803,0
Australia,AUS,1804,0
Australia,AUS,1805,0
Australia,AUS,1806,0
Australia,AUS,1807,0
Australia,AUS,1808,0
Australia,AUS,1809,0
Australia,AUS,1810,0
Australia,AUS,1811,0
Australia,AUS,1812,0
Australia,AUS,1813,0
Australia,AUS,1814,0
Australia,AUS,1815,0
Australia,AUS,1816,0
Australia,AUS,1817,0
Australia,AUS,1818,0
Australia,AUS,1819,0
Australia,AUS,1820,0
Australia,AUS,1821,0
Australia,AUS,1822,0
Australia,AUS,1823,0
Australia,AUS,1824,0
Australia,AUS,1825,0
Australia,AUS,1826,0
Australia,AUS,1827,0
Australia,AUS,1828,0
Australia,AUS,1829,0
Australia,AUS,1830,0
Australia,AUS,1831,0
Australia,AUS,1832,0
Australia,AUS,1833,0
Australia,AUS,1834,0
Australia,AUS,1835,0
Australia,AUS,1836,0
Australia,AUS,1837,0
Australia,AUS,1838,0
Australia,AUS,1839,0
Australia,AUS,1840,0
Australia,AUS,1841,0
Australia,AUS,1842,0
Australia,AUS,1843,0
Australia,AUS,1844,0
Australia,AUS,1845,0
Australia,AUS,1846,0
Australia,AUS,1847,0
Australia,AUS,1848,0
Australia,AUS,1849,0
Australia,AUS,1850,0
Australia,AUS,1851,0
Australia,AUS,1852,0
Australia,AUS,1853,0
Australia,AUS,1854,0
Australia,AUS,1855,0
Australia,AUS,1856,0
Australia,AUS,1857,0
Australia,AUS,1858,0
Australia,AUS,1859,0
Australia,AUS,1860,0.27892
Australia,AUS,1861,0.51013
Australia,AUS,1862,0.35599
Australia,AUS,1863,0.40003
Australia,AUS,1864,0.26791
Australia,AUS,1865,0.42205
Australia,AUS,1866,0.6973
Australia,AUS,1867,0.89548
Australia,AUS,1868,0.734
Australia,AUS,1869,0.64225
Australia,AUS,1870,0.60188
Australia,AUS,1871,0.69363
Australia,AUS,1872,0.70831
Australia,AUS,1873,0.86979
Australia,AUS,1874,0.89181
Australia,AUS,1875,0.82942
Australia,AUS,1876,0.93218
Australia,AUS,1877,1.06797
Australia,AUS,1878,0.96888
Australia,AUS,1879,1.45699
Australia,AUS,1880,2.20934
Australia,AUS,1881,1.76894
Australia,AUS,1882,2.01483
Australia,AUS,1883,2.42954
Australia,AUS,1884,2.57634
Australia,AUS,1885,2.91031
Australia,AUS,1886,2.89196
Australia,AUS,1887,3.03876
Australia,AUS,1888,3.53421
Australia,AUS,1889,3.43145
Australia,AUS,1890,3.55256
Australia,AUS,1891,4.01498
Australia,AUS,1892,4.15811
Australia,AUS,1893,3.97094
Australia,AUS,1894,4.3673
Australia,AUS,1895,4.59851
Australia,AUS,1896,4.51043
Australia,AUS,1897,4.98386
Australia,AUS,1898,5.62244
Australia,AUS,1899,5.79493
Australia,AUS,1900,10.18425
Australia,AUS,1901,11.45774
Australia,AUS,1902,11.4137
Australia,AUS,1903,11.23754
Australia,AUS,1904,11.56417
Australia,AUS,1905,12.06696
Australia,AUS,1906,14.38273
Australia,AUS,1907,15.50208
Australia,AUS,1908,16.78291
Australia,AUS,1909,14.57724
Australia,AUS,1910,17.46553
Australia,AUS,1911,19.27117
Australia,AUS,1912,20.81991
Australia,AUS,1913,22.42737
Australia,AUS,1914,24.51927
Australia,AUS,1915,21.82916
Australia,AUS,1916,19.3042
Australia,AUS,1917,20.79422
Australia,AUS,1918,22.97787
Australia,AUS,1919,21.77411
Australia,AUS,1920,25.77441
Australia,AUS,1921,23.19073
Australia,AUS,1922,24.38348
Australia,AUS,1923,24.88994
Australia,AUS,1924,27.11396
Australia,AUS,1925,28.28102
Australia,AUS,1926,27.89934
Australia,AUS,1927,28.94162
Australia,AUS,1928,26.33225
Australia,AUS,1929,23.69352
Australia,AUS,1930,22.06771
Australia,AUS,1931,19.57945
Australia,AUS,1932,20.37584
Australia,AUS,1933,21.6163
Australia,AUS,1934,22.73565
Australia,AUS,1935,25.27162
Australia,AUS,1936,27.09561
Australia,AUS,1937,28.90492
Australia,AUS,1938,28.08284
Australia,AUS,1939,32.19691
Australia,AUS,1940,29.08842
Australia,AUS,1941,34.60443
Australia,AUS,1942,36.56421
Australia,AUS,1943,35.0485
Australia,AUS,1944,34.26679
Australia,AUS,1945,32.75108
Australia,AUS,1946,35.48156
Australia,AUS,1947,38.07992
Australia,AUS,1948,38.48729
Australia,AUS,1949,37.71292
Australia,AUS,1950,54.83347
Australia,AUS,1951,59.13104
Australia,AUS,1952,60.30544
Australia,AUS,1953,59.53841
Australia,AUS,1954,67.95739
Australia,AUS,1955,70.79797
Australia,AUS,1956,73.15778
Australia,AUS,1957,74.6478
Australia,AUS,1958,77.74528
Australia,AUS,1959,83.72
Australia,AUS,1960,88.13
Australia,AUS,1961,90.52
Australia,AUS,1962,94.84
Australia,AUS,1963,100.95
Australia,AUS,1964,108.89
Australia,AUS,1965,120.87
Australia,AUS,1966,120.23
Australia,AUS,1967,129.16
Australia,AUS,1968,134.51
Australia,AUS,1969,142.14
Australia,AUS,1970,147.5
Australia,AUS,1971,152.65
Australia,AUS,1972,157.36
Australia,AUS,1973,170.85
Australia,AUS,1974,172.22
Australia,AUS,1975,175.74
Australia,AUS,1976,174.1
Australia,AUS,1977,187.63
Australia,AUS,1978,201.85
Australia,AUS,1979,204.9
Australia,AUS,1980,220.57
Australia,AUS,1981,230.17
Australia,AUS,1982,233.93
Australia,AUS,1983,224.82
Australia,AUS,1984,236.4
Australia,AUS,1985,241.03
Australia,AUS,1986,239.77
Australia,AUS,1987,255.9
Australia,AUS,1988,260.93
Australia,AUS,1989,277.54
Australia,AUS,1990,278.35
Australia,AUS,1991,279.81
Australia,AUS,1992,284.84
Australia,AUS,1993,289.23
Australia,AUS,1994,293.93
Australia,AUS,1995,305.26
Australia,AUS,1996,312.18
Australia,AUS,1997,320.56
Australia,AUS,1998,334.43
Australia,AUS,1999,343.85
Australia,AUS,2000,349.98
Australia,AUS,2001,357.46
Australia,AUS,2002,361.97
Australia,AUS,2003,368.78
Australia,AUS,2004,382.02
Australia,AUS,2005,385.81
Australia,AUS,2006,391.36
Australia,AUS,2007,399.3
Australia,AUS,2008,404.89
Australia,AUS,2009,408.75
Australia,AUS,2010,406.81
Australia,AUS,2011,404.27
Australia,AUS,2012,407.14
Australia,AUS,2013,398.29
Australia,AUS,2014,393.57
Australia,AUS,2015,402.16
Australia,AUS,2016,397.99
Austria,AUT,1751,0
Austria,AUT,1752,0
Austria,AUT,1753,0
Austria,AUT,1754,0
Austria,AUT,1755,0
Austria,AUT,1756,0
Austria,AUT,1757,0
Austria,AUT,1758,0
Austria,AUT,1759,0
Austria,AUT,1760,0
Austria,AUT,1761,0
Austria,AUT,1762,0
Austria,AUT,1763,0
Austria,AUT,1764,0
Austria,AUT,1765,0
Austria,AUT,1766,0
Austria,AUT,1767,0
Austria,AUT,1768,0
Austria,AUT,1769,0
Austria,AUT,1770,0
Austria,AUT,1771,0
Austria,AUT,1772,0
Austria,AUT,1773,0
Austria,AUT,1774,0
Austria,AUT,1775,0
Austria,AUT,1776,0
Austria,AUT,1777,0
Austria,AUT,1778,0
Austria,AUT,1779,0
Austria,AUT,1780,0
Austria,AUT,1781,0
Austria,AUT,1782,0
Austria,AUT,1783,0
Austria,AUT,1784,0
Austria,AUT,1785,0
Austria,AUT,1786,0
Austria,AUT,1787,0
Austria,AUT,1788,0
Austria,AUT,1789,0
Austria,AUT,1790,0
Austria,AUT,1791,0
Austria,AUT,1792,0
Austria,AUT,1793,0
Austria,AUT,1794,0
Austria,AUT,1795,0
Austria,AUT,1796,0
Austria,AUT,1797,0
Austria,AUT,1798,0
Austria,AUT,1799,0
Austria,AUT,1800,0
Austria,AUT,1801,0
Austria,AUT,1802,0
Austria,AUT,1803,0
Austria,AUT,1804,0
Austria,AUT,1805,0
Austria,AUT,1806,0
Austria,AUT,1807,0.16882
Austria,AUT,1808,0
Austria,AUT,1809,0
Austria,AUT,1810,0
Austria,AUT,1811,0
Austria,AUT,1812,0
Austria,AUT,1813,0
Austria,AUT,1814,0
Austria,AUT,1815,0
Austria,AUT,1816,0
Austria,AUT,1817,0
Austria,AUT,1818,0
Austria,AUT,1819,0.25323
Austria,AUT,1820,0.33397
Austria,AUT,1821,0.35966
Austria,AUT,1822,0.367
Austria,AUT,1823,0.34865
Austria,AUT,1824,0.40003
Austria,AUT,1825,0.4037
Austria,AUT,1826,0.45875
Austria,AUT,1827,0.4771
Austria,AUT,1828,0.45875
Austria,AUT,1829,0.4771
Austria,AUT,1830,0.49545
Austria,AUT,1831,0.48077
Austria,AUT,1832,0.5138
Austria,AUT,1833,0.42939
Austria,AUT,1834,0.5872
Austria,AUT,1835,0.63491
Austria,AUT,1836,0.67528
Austria,AUT,1837,0.70831
Austria,AUT,1838,0.85144
Austria,AUT,1839,1.06063
Austria,AUT,1840,1.17073
Austria,AUT,1841,1.3212
Austria,AUT,1842,1.46066
Austria,AUT,1843,1.26982
Austria,AUT,1844,1.59645
Austria,AUT,1845,1.80197
Austria,AUT,1846,2.11759
Austria,AUT,1847,2.08456
Austria,AUT,1848,2.33779
Austria,AUT,1849,2.26439
Austria,AUT,1850,2.33045
Austria,AUT,1851,2.33779
Austria,AUT,1852,2.81489
Austria,AUT,1853,3.2296
Austria,AUT,1854,3.18189
Austria,AUT,1855,3.7067
Austria,AUT,1856,4.23885
Austria,AUT,1857,4.8811
Austria,AUT,1858,7.25559
Austria,AUT,1859,5.87567
Austria,AUT,1860,6.15826
Austria,AUT,1861,6.38947
Austria,AUT,1862,6.36378
Austria,AUT,1863,5.88668
Austria,AUT,1864,5.08295
Austria,AUT,1865,5.36187
Austria,AUT,1866,3.60027
Austria,AUT,1867,4.92147
Austria,AUT,1868,6.08119
Austria,AUT,1869,6.4959
Austria,AUT,1870,7.3767
Austria,AUT,1871,10.15856
Austria,AUT,1872,10.02277
Austria,AUT,1873,10.74576
Austria,AUT,1874,9.16766
Austria,AUT,1875,7.87215
Austria,AUT,1876,8.10336
Austria,AUT,1877,7.29596
Austria,AUT,1878,7.25192
Austria,AUT,1879,8.87773
Austria,AUT,1880,23.68618
Austria,AUT,1881,10.33105
Austria,AUT,1882,10.61731
Austria,AUT,1883,11.7807
Austria,AUT,1884,11.47976
Austria,AUT,1885,12.06696
Austria,AUT,1886,11.38801
Austria,AUT,1887,12.27615
Austria,AUT,1888,11.97154
Austria,AUT,1889,12.89638
Austria,AUT,1890,13.05786
Austria,AUT,1891,14.96993
Austria,AUT,1892,14.48916
Austria,AUT,1893,17.72977
Austria,AUT,1894,18.15916
Austria,AUT,1895,20.4052
Austria,AUT,1896,21.33371
Austria,AUT,1897,23.05861
Austria,AUT,1898,24.49358
Austria,AUT,1899,24.85691
Austria,AUT,1900,27.71951
Austria,AUT,1901,28.40947
Austria,AUT,1902,25.69734
Austria,AUT,1903,25.59091
Austria,AUT,1904,26.97083
Austria,AUT,1905,28.15257
Austria,AUT,1906,33.59151
Austria,AUT,1907,42.18665
Austria,AUT,1908,59.03929
Austria,AUT,1909,42.23803
Austria,AUT,1910,57.61166
Austria,AUT,1911,48.11737
Austria,AUT,1912,50.0221
Austria,AUT,1913,59.72558
Austria,AUT,1914,48.91376
Austria,AUT,1915,34.95675
Austria,AUT,1916,8.04464
Austria,AUT,1917,3.45714
Austria,AUT,1918,3.34337
Austria,AUT,1919,3.02041
Austria,AUT,1920,14.55155
Austria,AUT,1921,19.37026
Austria,AUT,1922,18.61791
Austria,AUT,1923,17.80684
Austria,AUT,1924,20.12628
Austria,AUT,1925,19.02161
Austria,AUT,1926,18.65094
Austria,AUT,1927,20.15564
Austria,AUT,1928,21.22728
Austria,AUT,1929,24.21466
Austria,AUT,1930,18.89683
Austria,AUT,1931,18.13347
Austria,AUT,1932,15.19747
Austria,AUT,1933,14.25428
Austria,AUT,1934,13.77718
Austria,AUT,1935,13.946
Austria,AUT,1936,13.6157
Austria,AUT,1937,15.28555
Austria,AUT,1938,5.7986
Austria,AUT,1939,6.3491
Austria,AUT,1940,7.35835
Austria,AUT,1941,7.98959
Austria,AUT,1942,8.56211
Austria,AUT,1943,9.63008
Austria,AUT,1944,9.40621
Austria,AUT,1945,4.56915
Austria,AUT,1946,12.78261
Austria,AUT,1947,17.66004
Austria,AUT,1948,24.53028
Austria,AUT,1949,26.62218
Austria,AUT,1950,20.93368
Austria,AUT,1951,23.30817
Austria,AUT,1952,22.11175
Austria,AUT,1953,21.75576
Austria,AUT,1954,24.5523
Austria,AUT,1955,29.12512
Austria,AUT,1956,28.259
Austria,AUT,1957,29.23522
Austria,AUT,1958,28.14156
Austria,AUT,1959,27.92
Austria,AUT,1960,30.8
Austria,AUT,1961,31.84
Austria,AUT,1962,33.88
Austria,AUT,1963,36.96
Austria,AUT,1964,38.91
Austria,AUT,1965,38.16
Austria,AUT,1966,39.23
Austria,AUT,1967,39.93
Austria,AUT,1968,42.32
Austria,AUT,1969,44.66
Austria,AUT,1970,50.65
Austria,AUT,1971,52.11
Austria,AUT,1972,56.15
Austria,AUT,1973,60.12
Austria,AUT,1974,57.42
Austria,AUT,1975,54.35
Austria,AUT,1976,58.37
Austria,AUT,1977,56.17
Austria,AUT,1978,57.44
Austria,AUT,1979,61.54
Austria,AUT,1980,52.26
Austria,AUT,1981,56.08
Austria,AUT,1982,53.82
Austria,AUT,1983,51.94
Austria,AUT,1984,54.51
Austria,AUT,1985,54.66
Austria,AUT,1986,54.04
Austria,AUT,1987,57.7
Austria,AUT,1988,53.3
Austria,AUT,1989,54.07
Austria,AUT,1990,62.29
Austria,AUT,1991,65.9
Austria,AUT,1992,60.43
Austria,AUT,1993,60.79
Austria,AUT,1994,61.19
Austria,AUT,1995,64.21
Austria,AUT,1996,67.67
Austria,AUT,1997,67.45
Austria,AUT,1998,67.05
Austria,AUT,1999,65.7
Austria,AUT,2000,66.35
Austria,AUT,2001,70.46
Austria,AUT,2002,72.2
Austria,AUT,2003,77.86
Austria,AUT,2004,78.16
Austria,AUT,2005,79.37
Austria,AUT,2006,76.68
Austria,AUT,2007,74.03
Austria,AUT,2008,73.81
Austria,AUT,2009,67.65
Austria,AUT,2010,72.55
Austria,AUT,2011,70.29
Austria,AUT,2012,67.72
Austria,AUT,2013,67.96
Austria,AUT,2014,64.2
Austria,AUT,2015,66.72
Austria,AUT,2016,67.77
Azerbaijan,AZE,1751,0
Azerbaijan,AZE,1752,0
Azerbaijan,AZE,1753,0
Azerbaijan,AZE,1754,0
Azerbaijan,AZE,1755,0
Azerbaijan,AZE,1756,0
Azerbaijan,AZE,1757,0
Azerbaijan,AZE,1758,0
Azerbaijan,AZE,1759,0
Azerbaijan,AZE,1760,0
Azerbaijan,AZE,1761,0
Azerbaijan,AZE,1762,0
Azerbaijan,AZE,1763,0
Azerbaijan,AZE,1764,0
Azerbaijan,AZE,1765,0
Azerbaijan,AZE,1766,0
Azerbaijan,AZE,1767,0
Azerbaijan,AZE,1768,0
Azerbaijan,AZE,1769,0
Azerbaijan,AZE,1770,0
Azerbaijan,AZE,1771,0
Azerbaijan,AZE,1772,0
Azerbaijan,AZE,1773,0
Azerbaijan,AZE,1774,0
Azerbaijan,AZE,1775,0
Azerbaijan,AZE,1776,0
Azerbaijan,AZE,1777,0
Azerbaijan,AZE,1778,0
Azerbaijan,AZE,1779,0
Azerbaijan,AZE,1780,0
Azerbaijan,AZE,1781,0
Azerbaijan,AZE,1782,0
Azerbaijan,AZE,1783,0
Azerbaijan,AZE,1784,0
Azerbaijan,AZE,1785,0
Azerbaijan,AZE,1786,0
Azerbaijan,AZE,1787,0
Azerbaijan,AZE,1788,0
Azerbaijan,AZE,1789,0
Azerbaijan,AZE,1790,0
Azerbaijan,AZE,1791,0
Azerbaijan,AZE,1792,0
Azerbaijan,AZE,1793,0
Azerbaijan,AZE,1794,0
Azerbaijan,AZE,1795,0
Azerbaijan,AZE,1796,0
Azerbaijan,AZE,1797,0
Azerbaijan,AZE,1798,0
Azerbaijan,AZE,1799,0
Azerbaijan,AZE,1800,0
Azerbaijan,AZE,1801,0
Azerbaijan,AZE,1802,0
Azerbaijan,AZE,1803,0
Azerbaijan,AZE,1804,0
Azerbaijan,AZE,1805,0
Azerbaijan,AZE,1806,0
Azerbaijan,AZE,1807,0
Azerbaijan,AZE,1808,0
Azerbaijan,AZE,1809,0
Azerbaijan,AZE,1810,0
Azerbaijan,AZE,1811,0
Azerbaijan,AZE,1812,0
Azerbaijan,AZE,1813,0
Azerbaijan,AZE,1814,0
Azerbaijan,AZE,1815,0
Azerbaijan,AZE,1816,0
Azerbaijan,AZE,1817,0
Azerbaijan,AZE,1818,0
Azerbaijan,AZE,1819,0
Azerbaijan,AZE,1820,0
Azerbaijan,AZE,1821,0
Azerbaijan,AZE,1822,0
Azerbaijan,AZE,1823,0
Azerbaijan,AZE,1824,0
Azerbaijan,AZE,1825,0
Azerbaijan,AZE,1826,0
Azerbaijan,AZE,1827,0
Azerbaijan,AZE,1828,0
Azerbaijan,AZE,1829,0
Azerbaijan,AZE,1830,0
Azerbaijan,AZE,1831,0
Azerbaijan,AZE,1832,0
Azerbaijan,AZE,1833,0
Azerbaijan,AZE,1834,0
Azerbaijan,AZE,1835,0
Azerbaijan,AZE,1836,0
Azerbaijan,AZE,1837,0
Azerbaijan,AZE,1838,0
Azerbaijan,AZE,1839,0
Azerbaijan,AZE,1840,0
Azerbaijan,AZE,1841,0
Azerbaijan,AZE,1842,0
Azerbaijan,AZE,1843,0
Azerbaijan,AZE,1844,0
Azerbaijan,AZE,1845,0
Azerbaijan,AZE,1846,0
Azerbaijan,AZE,1847,0
Azerbaijan,AZE,1848,0
Azerbaijan,AZE,1849,0
Azerbaijan,AZE,1850,0
Azerbaijan,AZE,1851,0
Azerbaijan,AZE,1852,0
Azerbaijan,AZE,1853,0
Azerbaijan,AZE,1854,0
Azerbaijan,AZE,1855,0
Azerbaijan,AZE,1856,0
Azerbaijan,AZE,1857,0
Azerbaijan,AZE,1858,0
Azerbaijan,AZE,1859,0
Azerbaijan,AZE,1860,0
Azerbaijan,AZE,1861,0
Azerbaijan,AZE,1862,0
Azerbaijan,AZE,1863,0
Azerbaijan,AZE,1864,0
Azerbaijan,AZE,1865,0
Azerbaijan,AZE,1866,0
Azerbaijan,AZE,1867,0
Azerbaijan,AZE,1868,0
Azerbaijan,AZE,1869,0
Azerbaijan,AZE,1870,0
Azerbaijan,AZE,1871,0
Azerbaijan,AZE,1872,0
Azerbaijan,AZE,1873,0
Azerbaijan,AZE,1874,0
Azerbaijan,AZE,1875,0
Azerbaijan,AZE,1876,0
Azerbaijan,AZE,1877,0
Azerbaijan,AZE,1878,0
Azerbaijan,AZE,1879,0
Azerbaijan,AZE,1880,0
Azerbaijan,AZE,1881,0
Azerbaijan,AZE,1882,0
Azerbaijan,AZE,1883,0
Azerbaijan,AZE,1884,0
Azerbaijan,AZE,1885,0
Azerbaijan,AZE,1886,0
Azerbaijan,AZE,1887,0
Azerbaijan,AZE,1888,0
Azerbaijan,AZE,1889,0
Azerbaijan,AZE,1890,0
Azerbaijan,AZE,1891,0
Azerbaijan,AZE,1892,0
Azerbaijan,AZE,1893,0
Azerbaijan,AZE,1894,0
Azerbaijan,AZE,1895,0
Azerbaijan,AZE,1896,0
Azerbaijan,AZE,1897,0
Azerbaijan,AZE,1898,0
Azerbaijan,AZE,1899,0
Azerbaijan,AZE,1900,0
Azerbaijan,AZE,1901,0
Azerbaijan,AZE,1902,0
Azerbaijan,AZE,1903,0
Azerbaijan,AZE,1904,0
Azerbaijan,AZE,1905,0
Azerbaijan,AZE,1906,0
Azerbaijan,AZE,1907,0
Azerbaijan,AZE,1908,0
Azerbaijan,AZE,1909,0
Azerbaijan,AZE,1910,0
Azerbaijan,AZE,1911,0
Azerbaijan,AZE,1912,0
Azerbaijan,AZE,1913,0
Azerbaijan,AZE,1914,0
Azerbaijan,AZE,1915,0
Azerbaijan,AZE,1916,0
Azerbaijan,AZE,1917,0
Azerbaijan,AZE,1918,0
Azerbaijan,AZE,1919,0
Azerbaijan,AZE,1920,0
Azerbaijan,AZE,1921,0
Azerbaijan,AZE,1922,0
Azerbaijan,AZE,1923,0
Azerbaijan,AZE,1924,0
Azerbaijan,AZE,1925,0
Azerbaijan,AZE,1926,0
Azerbaijan,AZE,1927,0
Azerbaijan,AZE,1928,0
Azerbaijan,AZE,1929,0
Azerbaijan,AZE,1930,0
Azerbaijan,AZE,1931,0
Azerbaijan,AZE,1932,0
Azerbaijan,AZE,1933,0
Azerbaijan,AZE,1934,0
Azerbaijan,AZE,1935,0
Azerbaijan,AZE,1936,0
Azerbaijan,AZE,1937,0
Azerbaijan,AZE,1938,0
